numero_ed;libelle_ed;sigle_ed;discipline_principale;etablissement_support;etablissements_coaccredites;etablissements_associes;disciplines_secondaires;annee_de_creation;annee_d_accreditation;duree_d_accreditation;academie;region;departement;commune;nom_laboratoires;telephone;site_web;adresse_postale;email;coordonnees_geographiques;toutes_disciplines;tous_etablissements;code_etablissement_support;code_commune;code_unite_urbaine;code_departement;code_academie;code_region;code_etablissements_associes;prenom_responsable_ed;nom_responsable_ed;code_etablissements_coaccredites;civilite;unite_urbaine_ou_commune_rurale;code_toutes_disc;code_disc_pr;code_disc_sec;id_tous_etablissements;code_tous_etablissements;id_etablissement_support;id_etablissements_coaccredites;id_etablissements_associes;identifiant_laboratoires;id_ed;;coordonnees_geographiques;;;latitude;long;;coordonnees_geographiques;
77;êcole doctorale Informatique, automatique, Çlectronique, Çlectrotechnique, mathÇmatiques;IAEM;Sciences et technologies de l'information et de la communication;UniversitÇ de Lorraine;CentraleSupÇlec;êcole nationale supÇrieure d'architecture de Nancy (ENSarchitecture de Nancy);;1992;2018;5;Nancy-Metz;Grand Est;Meurthe-et-Moselle;Vand?uvre-läs-Nancy;"Laboratoire lorrain de recherche en informatique et ses applications (LORIA);Centre de Recherche en Architecture et Ingenierie;Institut Elie Cartan de Lorraine;LABORATOIRE DE GENIE INFORMATIQUE, DE PRODUCTION ET DE MAINTENANCE (LGIPM);LABORATOIRE D'INFORMATIQUE THEORIQUE ET APPLIQUEE (LITA);Centre de recherche en automatique de Nancy (CRAN);GROUPE DE RECHERCHE EN ENERGIE ELECTRIQUE DE NANCY (GREEN);Institut Jean Lamour (Materiaux - Metallurgie - Nanosciences - Plasmas - Surfaces);LABORATOIRE DE CONCEPTION, OPTIMISATION ET MODELISATION DES SYSTEMES (LCOMS)";;http://iaem.univ-lorraine.fr/;FacultÇ des Sciences et Technologies  BÉtiment du 2äme cycle - Atrium, Boulevard des Aiguillettes, BP 70239, 54506 VANDOEUVRE-LES-NANCY CEDEX;ed-iaem-dir@univ-lorraine.fr;48.6962, 6.17634;Sciences et technologies de l'information et de la communication;"UniversitÇ de Lorraine;CentraleSupÇlec;êcole nationale supÇrieure d'architecture de Nancy (ENSarchitecture de Nancy)";0542493S;54547;UU54701;D054;A12;R44;0540135D;Didier;Maquin;0912341A;Monsieur;Nancy;9;9;;"t6Cq5;m84Aa;ubxIS";"0542493S;0912341A;0540135D";t6Cq5;m84Aa;ubxIS;"198912571S;199021978M;199712570F;199914409W;199914410X;200112440X;200918457C;200918462H;201320864B";TCHTA;;48.6962, 6.17634;;;;;;48.6962; 6.17634
78;êcole doctorale SociÇtÇs, langages, temps, connaissances;STLC;Sciences humaines et humanitÇs;UniversitÇ de Lorraine;;;;1992;2018;5;Nancy-Metz;Grand Est;Meurthe-et-Moselle;Nancy;"Laboratoire lorrain de recherche en informatique et ses applications (LORIA);HISCANT - MA HISTOIRE ET CULTURES DE L'ANTIQUITE ET DU MOYEN-AGE;Laboratoire Interuniversitaire des Sciences de l'Education et de la Communication (LISEC) (UR 2310);THEORIES ET PRATIQUES DE L'INTERDISCIPLINARITE DANS LES ETUDES ANGLOPHONES;Analyse et Traitement Informatique de la Langue Francaise (ATILF);CENTRE DE RECHERCHE SUR LES MEDIATIONS (CREM);LABORATOIRE LORRAIN DE SCIENCES SOCIALES (2L2S);CENTRE D'ETUDES GERMANIQUES INTERCULTURELLES DE LORRAINE;CENTRE DE RECHERCHE UNIVERSITAIRE LORRAIN D'HISTOIRE (CRULH);MALADIES CHRONIQUES, SANTE PERCUE ET PROCESSUS D'ADAPTATION. APPROCHES EPIDEMIOLOGIQUES ET PSYCHOLOGIQUES.;CERCLE - CENTRE DE RECHERCHE SUR LES CULTURES LITTERAIRES EUROPEENNES : FRANCE - EUROPE CENTRALE - EUROPE ORIENTALE;LABORATOIRE DE PSYCHOLOGIE DE L'INTERACTION ET DES RELATIONS INTERSUBJECTIVES;CENTRE DE MEDIEVISTIQUE JEAN SCHNEIDER;PSYCHOLOGIE ERGONOMIQUE ET SOCIALE POUR L'EXPERIENCE UTILISATEURS (PERSEUS)";;http://stanislas.univ-lorraine.fr/;Ecole Doctorale Stanislas  UniversitÇ de Lorraine  3äme Çtage MSH, 91 avenue de la LibÇration, BP 454, 54001 NANCY CEDEX;;48.6962, 6.17634;Sciences humaines et humanitÇs;UniversitÇ de Lorraine;0542493S;54395;UU54701;D054;A12;R44;;CÇcile;Bertrand-Dagenbach;;Madame;Nancy;6;6;;t6Cq5;0542493S;t6Cq5;;;"198912571S;199213354E;199713862K;199713889P;200112505T;200114752K;200114754M;200515202G;200515203H;200918432A;200918465L;200919245J;201320560W;201320587A";vLU3i;;48.6962, 6.17634;;;;;;48.6962; 6.17634
79;êcole doctorale Sciences juridiques, politiques, Çconomiques et de gestion;SJPEG;Sciences de la sociÇtÇ;UniversitÇ de Lorraine;;Institut national des sciences et industries du vivant et de l'environnement;;1992;2018;5;Nancy-Metz;Grand Est;Meurthe-et-Moselle;Nancy;"Bureau d'economie theorique et appliquee (UMR 7522);CEREFIGE - CENTRE EUROPEEN DE RECHERCHE EN ECONOMIE FINANCIERE ET GESTION DES ENTREPRISES;INSTITUT FRANCOIS GENY;INSTITUT DE RECHERCHES SUR L'EVOLUTION DE LA NATION ET DE L'ETAT";;http://sjpeg.univ-lorraine.fr;Ecole doctorale SJPEG  FacultÇ de Droit,   Sciences Economiques et Gestion  CO 700 26, 13, place Carnot, 54035 NANCY CEDEX;ed-sjpeg-contact@univ-lorraine.fr;48.6962, 6.17634;Sciences de la sociÇtÇ;"UniversitÇ de Lorraine;Institut national des sciences et industries du vivant et de l'environnement";0542493S;54395;UU54701;D054;A12;R44;0753465J;Jean-Noel;Ory;;Monsieur;Nancy;7;7;;"t6Cq5;SsSFH";"0542493S;0753465J";t6Cq5;;SsSFH;"199712586Y;200515200E;201320862Z;201320868F";ea4x6;;48.6962, 6.17634;;;;;;48.6962; 6.17634
119;êcole doctorale Science politique;;Sciences de la sociÇtÇ;UniversitÇ Paris 1 - PanthÇon Sorbonne;;;;1992;2019;5;Paris;◊le-de-France;Paris;Paris  5e;Centre Europeen de Sociologie et de Science Politique de la Sorbonne;;http://www.univ-paris1.fr/ecoles-doctorales/science-politique-ed119/;UNIVERSITE PARIS I  Departement de Science Politique, 17 rue de la Sorbonne, 75231 PARIS CEDEX 05;edscpo@univ-paris1.fr;48.8468, 2.34488;Sciences de la sociÇtÇ;UniversitÇ Paris 1 - PanthÇon Sorbonne;0751717J;75105;UU00851;D075;A01;R11;;Brigitte;Gaãti;;Madame;Paris;7;7;;6G2TU;0751717J;6G2TU;;;201019364J;eyibb;;48.8468, 2.34488;;;;;;48.8468; 2.34488
120;êcole doctorale LittÇrature franáaise et comparÇe;;Sciences humaines et humanitÇs;UniversitÇ Sorbonne Nouvelle - Paris 3;UniversitÇ de Paris;;;1992;2019;5;Paris;◊le-de-France;Paris;Paris  5e;"CENTRE D'ETUDES ET DE RECHERCHES COMPARATISTES;Centre d'Etudes et de Recherches Antiques et Medievales;FORMES ET IDEES DE LA RENAISSANCE AUX LUMIERES;CENTRE DE RECHERCHE SUR LES POETIQUES DU XIXEME SCIECLE";;http://www.univ-paris3.fr/ed120;Maison de la Recherche, 4 rue des irlandais, 75230 PARIS CEDEX 5;ed120@sorbonne-nouvelle.fr;48.836066, 2.37187;Sciences humaines et humanitÇs;"UniversitÇ Sorbonne Nouvelle - Paris 3;UniversitÇ de Paris";0751719L;75105;UU00851;D075;A01;R11;;Sophie;Houdard;0755976N;Madame;Paris;6;6;;"8k883;5cZyU";"0751719L;0755976N";8k883;5cZyU;;"199213036J;199213037K;199213038L;200114699C";3ULpe;;48.836066, 2.37187;;;;;;48.836066; 2.37187
129;êcole doctorale Sciences de l'environnement d'Ile de France;SEIF;Sciences de la terre et de l'univers, espace;Sorbonne UniversitÇ;"UniversitÇ de Paris;UniversitÇ Paris sciences et lettres;UniversitÇ Paris-Saclay";;;1992;2019;5;Paris;◊le-de-France;Paris;Paris  5e;"Laboratoire d'oceanographie microbienne;Laboratoire d'oceanographie de Villefranche;Adaptation et diversite en milieu marin;UMR-Institut de physique du globe de Paris;Observatoire de Paris;Laboratoire ""Atmospheres, Milieux, Observations Spatiales""";;http://ed129.sorbonne-universite.fr/fr/index.html;Tour 45/55, 3äme Çtage, Case 21, 4 place Jussieu, 75252 PARIS CEDEX 05;dired129@lmd.jussieu.fr;48.84627, 2.35639;Sciences de la terre et de l'univers, espace;"Sorbonne UniversitÇ;UniversitÇ de Paris;UniversitÇ Paris sciences et lettres;UniversitÇ Paris-Saclay";0755890V;75105;UU00851;D075;A01;R11;;Pascale;Bouruet-Aubertot;"0755976N;0756036D;0912330N";Madame;Paris;3;3;;"bxPQe;5cZyU;PpsCQ;G2qA7";"0755890V;0755976N;0756036D;0912330N";bxPQe;"5cZyU;PpsCQ;G2qA7";;"199712666K;200112481S;200512529B;200512539M;200610854B;200918434C";TnAPh;;48.84627, 2.35639;;;;;;48.84627; 2.35639
151;êcole doctorale Biologie, santÇ, biotechnologies;;Biologie, mÇdecine et santÇ;UniversitÇ Toulouse III - Paul Sabatier;UniversitÇ fÇdÇrale de Toulouse Midi-PyrÇnÇes;;;1993;2016;5;Toulouse;Occitanie;Haute-Garonne;Toulouse;"LABORATOIRE DE CHIMIE DE COORDINATION;CENTRE DE BIOLOGIE DU DEVELOPPEMENT;LABORATOIRE DE RECHERCHE EN SCIENCES VEGETALES;LABORATOIRE DE BIOLOGIE CELLULAIRE ET MOLECULAIRE DU CONTROLE DE LA PROLIFERATION;INSTITUT de PHARMACOLOGIE et de BIOLOGIE STRUCTURALE;LABORATOIRE DE BIOLOGIE MOLECULAIRE EUCARYOTE;LABORATOIRE D'IMMUNOGENETIQUE MOLECULAIRE;CENTRE DE RECHERCHES SUR LA COGNITION ANIMALE;GROUPE DE RECHERCHE EN FERTILITE HUMAINE;Pharmacochimie et Biologie pour le Developpement;LABORATOIRE DE PHYSIQUE ET CHIMIE DES NANO-OBJETS;ANTHROPOLOGIE MOLECULAIRE ET IMAGERIE DE SYNTHESE;;";;http://www.edbio.ups-tlse.fr;Maison de la Recherche et   de la Valorisation BÉt.A - porte 005, 118 route de Narbonne, 31062 TOULOUSE CEDEX 9;;43.5608, 1.46936;Biologie, mÇdecine et santÇ;"UniversitÇ Toulouse III - Paul Sabatier;UniversitÇ fÇdÇrale de Toulouse Midi-PyrÇnÇes";0311384L;31555;UU00758;D031;A16;R76;;Laurent;Maveyraud;0312758E;Monsieur;Toulouse;5;5;;"m7K6T;4a8B2";"0311384L;0312758E";m7K6T;4a8B2;;"197417418A;199311989S;199511988G;199911774G;199911775H;199911785U;199914349F;200311842N;200314966J;200317398C;200711884S;201119472X;202123705E;202123756K";yP8w4;;43.5608, 1.46936;;;;;;43.5608; 1.46936
168;êcole doctorale Sciences chimiques et biologiques pour la santÇ;SCBS;Biologie, mÇdecine et santÇ;UniversitÇ de Montpellier;;;;1993;2015;6;Montpellier;Occitanie;HÇrault;Montpellier;"Institut de genetique moleculaire de Montpellier;Institut des Sciences de l'Evolution de Montpellier;HydroSciences Montpellier;Aide a la Decision pour une Medecine Personnalisee;Euromov;Dynamique Musculaire et Metabolisme;INSTITUT DE GENETIQUE HUMAINE;Institut des Neurosciences de Montpellier - Deficits Sensoriels et Moteurs;Laboratory of Pathogen Host Interactions (ex Dynamique des Interactions Membranaires Normales et Pathologiques);Centre de Recherche en Biologie cellulaire de Montpellier;Institut des Biomolecules Max Mousseron;Institut de chimie moleculaire et des materiaux - Institut Charles Gerhardt Montpellier;Mecanismes Moleculaires dans les Demences Neurodegeneratives;Cellules souches, plasticite cellulaire, regeneration tissulaire et immunotherapie des maladies inflammatoires;Centre de biochimie structurale;Institut de genomique fonctionnelle;Physiologie et medecine experimentale du coeur et des muscles;Pathogenese et controle des infections chroniques;Virulence bacterienne et maladies infectieuses;Maladies Infectieuses et Vecteurs : Ecologie, Genetique, Evolution et Controle;Recherche translationnelle appliquee au VIH et aux Maladies Infectieuses;Institut de Recherche en Cancerologie de Montpellier;Institut de Genetique Humaine;Institut de Recherche en Infectiologie de Montpellier;;;";;http://ecole-doctorale-cbs2.igh.cnrs.fr/;Ecole Doctorale CBS2 UFR MÇdecine - Site   Nord UPM, 641 avenue du Doyen Gaston GIRAUD, 34093 MONTPELLIER CEDEX 5;edcbs2@umontpellier.fr;43.59848, 3.896874;Biologie, mÇdecine et santÇ;UniversitÇ de Montpellier;0342321N;34172;UU34701;D034;A11;R76;;Sofia;Kossida;;Madame;Montpellier;5;5;;7yd5d;0342321N;7yd5d;;;"199111979P;199511995P;199512007C;199513951R;199914310N;199917397U;199917528L;200316288W;200711902L;200711904N;200711912X;200711918D;200716389N;200716494C;200717455X;200717476V;201119374R;201119394M;201119395N;201119437J;201119485L;201119661C;201722404H;201722408M;202123740T;202123741U;202123756K";8cEME;;43.59848, 3.896874;;;;;;43.59848; 3.896874
173;êcole doctorale Sciences de l'univers, de l'environnement et de l'espace;SDU2E;Sciences de la terre et de l'univers, espace;UniversitÇ Toulouse III - Paul Sabatier;"Toulouse INP;Institut supÇrieur de l'aÇronautique et de l'espace";;;1993;2016;5;Toulouse;Occitanie;Haute-Garonne;Toulouse;"Laboratoire d'aerologie;LABORATOIRE ECOLOGIE FONCTIONNELLE ET ENVIRONNEMENT;Institut de recherche en astrophysique et planetologie";;http://sdu2e.omp.obs-mip.fr/;IRAP / Observatoire Midi-PyrÇnÇes, 14 , Avenue Edouard Belin, 31400 TOULOUSE;secretariat.sdu2e@obs-mip.fr;43.5608, 1.46936;Sciences de la terre et de l'univers, espace;"UniversitÇ Toulouse III - Paul Sabatier;Toulouse INP;Institut supÇrieur de l'aÇronautique et de l'espace";0311384L;31555;UU00758;D031;A16;R76;;Geneviäve;Soucail;"0311381H;0312760G";Madame;Toulouse;3;3;;"m7K6T;mMex4;2Nnrv";"0311384L;0311381H;0312760G";m7K6T;"mMex4;2Nnrv";;"199512000V;200711910V;201119477C";R0Z9c;;43.5608, 1.46936;;;;;;43.5608; 1.46936
206;êcole doctorale Chimie : chimie, procÇdÇs, environnement;;Chimie;UniversitÇ de Lyon;;;;1995;2016;5;Lyon;Auvergne-Rhìne-Alpes;Rhìne;Villeurbanne;"LABORATOIRE DES MULTIMATERIAUX ET INTERFACES;LABORATOIRE D'AUTOMATIQUE, DE GENIE DES PROCEDES ET DE GENIE PHARMACEUTIQUE;LABORATOIRE D'ECOLOGIE DES HYDROSYSTEMES NATURELS ANTHROPISES;INSTITUT DE CHIMIE ET BIOCHIMIE MOLECULAIRES ET SUPRAMOLECULAIRES;INSTITUT DE RECHERCHES SUR LA CATALYSE ET L'ENVIRONNEMENT DE LYON;CHIMIE, CATALYSE, POLYMERES ET PROCEDES;Institut des Sciences Analytiques;HYDRAZINES ET COMPOSES ENERGETIQUES POLYAZOTES;INSTITUT LUMIERE MATIERE;Centre de Resonance Magnetique Nucleaire a tres hauts champs de Lyon";;http://www.edchimie-lyon.fr;INSA de Lyon - dÇp. Informatique  Domaine Scientifique de la Doua  BÉtiment Blaise Pascal, 7 avenue Jean Capelle, 69621 VILLEURBANNE CEDEX;"directeur@edchimie-lyon.fr;secretariat@edchimie-lyon.fr";45.748414, 4.836668;Chimie;UniversitÇ de Lyon;0694094A;69266;UU00760;D069;A10;R84;;StÇphane;Daniele;;Monsieur;Lyon;4;4;;iq0rG;0694094A;iq0rG;;;"199512045U;199911703E;199911718W;200711911W;200711921G;200711928P;201119453B;201120459V;201320570G;201922960D";m0UhD;;45.748414, 4.836668;;;;;;45.748414; 4.836668
221;êcole doctorale Augustin Cournot - Sciences Çconomiques et de gestion - Sciences, technologies et sociÇtÇs;EDAC;Sciences de la sociÇtÇ;UniversitÇ de Strasbourg;;"êcole nationale du gÇnie de l'eau et de l'environnement de Strasbourg;UniversitÇ de Haute-Alsace";Sciences humaines et humanitÇs;1995;2018;5;Strasbourg;Grand Est;Bas-Rhin;Strasbourg;"BETA Bureau d'economie theorique et appliquee -UMR 7522;LaRGE Laboratoire de recherche en gestion et economie -UR 2364;AHP-PReST Archives Henri PoincarÇ - Philosophie et Recherche sur les Sciences et les Technologies -UMR 7117;HuManiS Hommes et Management en Societe -UR 7308;GESTE Gestion Territoriale de l'Eau et de l'Environnement";;http://ed.ecogestion-cournot.unistra.fr/;UniversitÇ de Strasbourg   Colläge doctoral europÇen, 46, Boulevard de la Victoire, 67000 STRASBOURG;dir-ed221-secretariat@unistra.fr;48.579, 7.7663;"Sciences de la sociÇtÇ;Sciences humaines et humanitÇs";"UniversitÇ de Strasbourg;êcole nationale du gÇnie de l'eau et de l'environnement de Strasbourg;UniversitÇ de Haute-Alsace";0673021V;67482;UU67701;D067;A15;R44;"0670189S;0681166Y";Jocelyn;Donze;;Monsieur;Strasbourg;"7;6";7;6;"4k25D;YPOQX;OJZ4a";"0673021V;0670189S;0681166Y";4k25D;;"YPOQX;OJZ4a";"199712586Y;199713911N;201822752G;201320744W;199918626E";5z9rW;;48.579, 7.7663;;;;;;48.579; 7.7663
234;êcole doctorale de Sciences Po;;Sciences de la sociÇtÇ;Sciences Po;;;;1995;2019;5;Paris;◊le-de-France;Paris;Paris  7e;"Centre d'histoire de Sciences Po;Observatoire sociologique du changement;Ecole de droit de Sciences Po";;http://www.sciencespo.fr/ecole-doctorale/;27 rue Saint-Guillaume, 75337 PARIS CEDEX 07;ecole.doctorale@sciencespo.fr;48.8541, 2.3284;Sciences de la sociÇtÇ;Sciences Po;0753431X;75107;UU00851;D075;A01;R11;;Imola;Streho;;Madame;Paris;7;7;;u79ZJ;0753431X;u79ZJ;;;"198421635R;198821638B;200921636H";ux756;;48.8541, 2.3284;;;;;;48.8541; 2.3284
286;êcole doctorale de l'Ehess;;Sciences de la sociÇtÇ;êcole des hautes Çtudes en sciences sociales;UniversitÇ Paris sciences et lettres;;;1998;2019;5;Paris;◊le-de-France;Paris;Paris  6e;"HISTOIRE ET ARCHEOLOGIE DES MONDES CHRETIENS ET MUSULMANS MEDIEVAUX;Centre d'analyses et de mathematiques sociales;Centre de recherches historiques;Centre Alexandre Koyre;Centre Norbert Elias;Centre de recherches linguistiques sur l'asie orientale;Centre d'Etudes de l'Inde et de l'Asie du Sud;Centre de recherche sur les arts et le langage;Centre d'Etudes des Mondes Russe, Caucasien et Centre-Europeen;Centre Maurice Halbwachs;Laboratoire d'anthropologie sociale;Centre d'etudes turques, ottomanes, balkaniques et centrasiatiques;Centre d'etudes sociologiques et politiques Raymond Aron;Centre d'analyse et d'intervention sociologiques;Institut Jean-Nicod;Centre Georg Simmel. Recherches franco-allemandes en sciences sociales.;CERMES 3 CENTRE DE RECHERCHE MEDECINE, SCIENCES, SANTE, SANTE MENTALE, SOCIETE;Mondes Americains;Centre Asie du Sud-Est;Chine, Coree, Japon;Institut interdisciplinaire d'anthropologie du contemporain;Institut Marcel MAUSS;Anthropologie et Histoire des Mondes Antiques;Centre Europeen de Sociologie et de Science Politique de la Sorbonne";;https://www.ehess.fr/fr/doctorat;Ecole doctorale EHESS, 54, boulevard Raspail, 75006 PARIS;ecole.doc@ehess.fr;48.850176, 2.326849;Sciences de la sociÇtÇ;"êcole des hautes Çtudes en sciences sociales;UniversitÇ Paris sciences et lettres";0753742K;75106;UU00851;D075;A01;R11;;Antoine;Lilti;0756036D;Monsieur;Paris;7;7;;"y52D7;PpsCQ";"0753742K;0756036D";y52D7;PpsCQ;;"199412070A;199812885U;199812886V;199812888X;199812890Z;199812891A;199812892B;199812894D;200012743F;200012756V;200112516E;200212705F;200212709K;200212711M;200212785T;200212787V;200217606H;200612820N;200612821P;200612822R;200612824T;200612825U;201019112K;201019364J";2S146;;48.850176, 2.326849;;;;;;48.850176; 2.326849
300;êcole doctorale Sciences êconomiques;ED SE;Sciences de la sociÇtÇ;UniversitÇ Grenoble Alpes;;;;1999;2016;5;Grenoble;Auvergne-Rhìne-Alpes;Isäre;Grenoble;"Pacte - Laboratoire de sciences sociales;Laboratoire d'Economie Appliquee de Grenoble;CENTRE DE RECHERCHE EN ECONOMIE DE GRENOBLE";;http://edeco.univ-grenoble-alpes.fr/;BÉtiment Pierre-Mendäs-France  Bureau 315, 1241 rue des RÇsidences, 38040 GRENOBLE CEDEX 9;ed-eco@univ-grenoble-alpes.fr;45.192363, 5.756681;Sciences de la sociÇtÇ;UniversitÇ Grenoble Alpes;0383412C;38185;UU38701;D038;A08;R84;;Virgile;Chassagnon;;Monsieur;Grenoble;7;7;;Y7ch7;0383412C;Y7ch7;;;"200311865N;200317671Z;201119510N";5x3fM;;45.192363, 5.756681;;;;;;45.192363; 5.756681
304;êcole doctorale Sciences et environnements;;Sciences de la terre et de l'univers, espace;UniversitÇ de Bordeaux;UniversitÇ Bordeaux Montaigne;"êcole nationale supÇrieure des sciences agronomiques de Bordeaux Aquitaine;Bordeaux INP";Sciences agronomiques et Çcologiques;1999;2016;5;Bordeaux;Nouvelle-Aquitaine;Gironde;Pessac;"CENTRE D'ETUDES NUCLEAIRES DE BORDEAUX GRADIGNAN;Environnements et paleoenvironnements oceaniques et continentaux;DE LA PREHISTOIRE A L'ACTUEL : CULTURE, ENVIRONNEMENT ET ANTHROPOLOGIE;INSTITUT DES SCIENCES MOLECULAIRES;GEORESSOURCES ET ENVIRONNEMENT;SCIENCES, PHILOSOPHIE, HUMANITES";;https://ed-environnements.u-bordeaux.fr;UniversitÇ de Bordeaux - BÉt. B5 -   1er Çtage, AllÇe Geoffroy Saint Hilaire, CS5002, 33165 PESSAC;edoc.se@u-bordeaux.fr;44.8371, -0.578024;"Sciences de la terre et de l'univers, espace;Sciences agronomiques et Çcologiques";"UniversitÇ de Bordeaux;UniversitÇ Bordeaux Montaigne;êcole nationale supÇrieure des sciences agronomiques de Bordeaux Aquitaine;Bordeaux INP";0333298F;33318;UU33701;D033;A04;R75;"0330203S;0333232J";FrÇdÇric;Garabetian;0331766R;Monsieur;Bordeaux;"3;10";3;10;"90I54;Mz90U;lfdJH;S88MV";"0333298F;0331766R;0330203S;0333232J";90I54;Mz90U;"lfdJH;S88MV";"199512079F;199512085M;200411870P;200711920F;201119423U;201119424V";2ywZn;;44.8371, -0.578024;;;;;;44.8371; -0.578024
305;êcole doctorale ênergie et environnement;E2;Sciences pour l'ingÇnieur;UniversitÇ de Perpignan Via Domitia;;;"Physique;Sciences agronomiques et Çcologiques";1999;2015;6;Montpellier;Occitanie;PyrÇnÇes-Orientales;Perpignan;"Laboratoire procedes, materiaux, energie solaire;Laboratoire Genome et developpement des plantes;Laboratoire d'oceanographie microbienne;Centre de formation et de recherche sur les environnements mediterraneens;Interactions Hotes-Pathogenes-Environnements;LABORATOIRE DE  MATHEMATIQUES, PHYSIQUE ET SYSTEMES;Centre de recherche insulaire et observatoire de l'environnement;ESPACE pour le DEVeloppement;LABORATOIRE EUROPEEN PERFORMANCE SANTE ALTITUDE";;http://www.univ-perp.fr/fr/menu/recherche/ecoles-doctorales/ecole-doctorale-energie-environnement/ecole-doctorale-energie-environnement-149.kjsp;UniversitÇ de Perpignan Via Domitia DRV  Direction Recherche Valorisation  Bat A, 52 Avenue Paul Alduy, 66860 PERPIGNAN CEDEX;ed305@univ-perp.fr;42.6844, 2.89854;"Sciences pour l'ingÇnieur;Physique;Sciences agronomiques et Çcologiques";UniversitÇ de Perpignan Via Domitia;0660437S;66136;UU66701;D066;A11;R76;;Nicolas;Inguimbert;;Monsieur;Perpignan;"8;2;10";8;"2;10";n1W55;0660437S;n1W55;;;"198917681W;199511782H;199712666K;199911795E;200711909U;200715455Y;201019121V;201119392K;201119450Y";Kbt8I;;42.6844, 2.89854;;;;;;42.6844; 2.89854
327;êcole doctorale Temps, espaces, sociÇtÇs, cultures;TESC;Sciences humaines et humanitÇs;UniversitÇ Toulouse - Jean Jauräs;"Toulouse INP;UniversitÇ Toulouse Capitole;êcole des hautes Çtudes en sciences sociales";;;1999;2016;5;Toulouse;Occitanie;Haute-Garonne;Toulouse;"GEOGRAPHIE DE L'ENVIRONNEMENT;Travaux de Recherches Archeologiques sur les Cultures, les Espaces et les Societes;CENTRE D'ETUDE ET DE RECHERCHE TRAVAIL, ORGANISATION, POUVOIR;France, Ameriques, Espagne, Societes, Pouvoirs, Acteurs;Laboratoire interdisciplinaire Solidarites, Societes, Territoires;Laboratoire de Recherche en Architecture;LABORATOIRE DES SCIENCES SOCIALES DU POLITIQUE;LABORATOIRE D'ETUDE ET DE RECHERCHES SUR L'ECONOMIE, LES POLITIQUES ET LES SYSTEMES SOCIAUX;PATRIMOINE LITTERATURE HISTOIRE";;http://www.univ-tlse2.fr;Maison de la Recherche -   UniversitÇ Toulouse Jean Jauräs  Ecole Doctorale TESC, 5 allÇes Antonio-Machado, 31058 TOULOUSE CEDEX 09;edtesc@univ-tlse2.fr;43.5784, 1.40266;Sciences humaines et humanitÇs;"UniversitÇ Toulouse - Jean Jauräs;Toulouse INP;UniversitÇ Toulouse Capitole;êcole des hautes Çtudes en sciences sociales";0311383K;31555;UU00758;D031;A16;R76;;Martine;Joly;"0311381H;0311382J;0753742K";Madame;Toulouse;6;6;;"HqAYu;mMex4;542Id;y52D7";"0311383K;0311381H;0311382J;0753742K";HqAYu;"mMex4;542Id;y52D7";;"199512032E;199512038L;199911736R;200311817L;200311864M;200622587E;200715415E;200715451U;201119438K";IjgiJ;;43.5784, 1.40266;;;;;;43.5784; 1.40266
364;êcole doctorale Sciences fondamentales et appliquÇes;EDSFA;Physique;UniversitÇ Cìte d'Azur;UniversitÇ Paris sciences et lettres;Observatoire de la cìte d'azur;"MathÇmatiques et leurs interactions;Sciences de la terre et de l'univers, espace;Chimie;Sciences pour l'ingÇnieur";2000;2018;5;Nice;Provence-Alpes-Cìte d'Azur;Alpes-Maritimes;Nice;"LABORATOIRE  JEAN-ALEXANDRE DIEUDONNE;INSTITUT DE MATHEMATIQUES DE TOULON - EA 2134;Centre de Mise en Forme des Materiaux;Centre de recherche sur l'heteroepitaxie et ses applications;Ecology and Conservation Science for Sustainable Seas;Geoazur;Institut de Chimie de Nice;Laboratoire Jean-Alexandre Dieudonne;Laboratoire J-L. Lagrange;Astrophysique Relativiste, Theories, Experiences, Metrologie, Instrumentation, Signaux;N.I.C.E LAB NATURAL INSPIRE CREATIVE ENGINEERS;Institut de Physique de Nice;POLYTECH'LAB";;http://www.ed-sfa-unice.fr/;U.N.S.- Faculte des Sciences  ED S, FA  Parc Valrose, 06103 NICE CEDEX 2;"dir-edsfa@unice.fr;secretariat-edsfa@unice.fr";43.716324, 7.269781;"Physique;MathÇmatiques et leurs interactions;Sciences de la terre et de l'univers, espace;Chimie;Sciences pour l'ingÇnieur";"UniversitÇ Cìte d'Azur;UniversitÇ Paris sciences et lettres;Observatoire de la cìte d'azur";0062126D;06088;UU06701;D006;A23;R93;0060099A;Elisabeth;Taffin De Givenchy;0756036D;Madame;Nice;"2;1;3;4;8";2;"1;3;4;8";"s3t8T;PpsCQ;8JlNN";"0062126D;0756036D;0060099A";s3t8T;PpsCQ;8JlNN;"199612392S;199613747P;199719336K;200017509L;200815465E;200816914E;201220250N;201220430J;201220431K;201220434N;201622217J;201722398B;201822720X";E483q;;43.716324, 7.269781;;;;;;43.716324; 7.269781
